Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1543269600.0 101.0 95 NA NA NA NA 161 NA NA NA NA 786 NA NA NA NA 1108 NA NA NA NA
1543269600.0 102.0 98 NA NA NA NA 161 NA NA NA NA 700 NA NA NA NA 1253 NA NA NA NA
1543269600.0 103.0 73 96 277 NA NA 155 585 425 NA NA 1415 376 1321 NA NA 1339 487 2226 NA NA
1543269600.0 106.0 50 0 0 NA NA 107 0 0 NA NA 720 227 1019 NA NA 651 306 1974 NA NA
1543269600.0 110.0 70 97 271 NA NA 134 585 421 NA NA 886 496 1278 NA NA 1106 709 2035 NA NA
1543269600.0 111.0 91 109 281 NA NA 195 583 426 NA NA 1208 389 1224 NA NA 1119 542 2036 NA NA
1543269600.0 120.0 70 105 277 NA NA 144 585 414 NA NA 824 491 1263 NA NA 747 638 2181 NA NA
1543269600.0 122.0 50 0 0 NA NA 105 0 0 NA NA 780 251 1052 NA NA 866 344 1984 NA NA
1543269600.0 123.3 237 NA NA NA NA 688 NA NA NA NA 927 NA NA NA NA 1996 NA NA NA NA
1543269600.0 13.0 NA 120 282 0 NA NA 548 450 0 NA NA 460 1813 507 NA NA 2330 2844 976 NA
1543269600.0 135.8 159 NA NA NA NA 251 NA NA NA NA 674 NA NA NA NA 1059 NA NA NA NA
1543269600.0 136.7802 NA 80 0 NA NA NA 148 0 NA NA NA 315 161 NA NA NA 1246 651 NA NA
1543269600.0 250208.17 NA 378 NA NA NA NA 831 NA NA NA NA 11574 NA NA NA NA 5133 NA NA NA
1543269600.0 50205.0 NA 201 418 0 NA NA 573 595 0 NA NA 1469 2528 542 NA NA 1288 2969 896 NA
1543269600.0 529.0 22 42 0 NA NA 62 92 0 NA NA 1858 174 133 NA NA 10775 456 636 NA NA
1543269600.0 560.0 42 0 NA NA NA 88 0 NA NA NA 192 124 NA NA NA 238 539 NA NA NA
1543269600.0 7.21 64 159 223 69 0 122 551 344 109 0 977 584 591 258 358 870 898 686 269 489
1543269600.0 7.22 63 121 175 67 0 127 595 290 110 0 981 424 504 177 271 755 600 842 798 423
